,Zipcode,SalesId,NumEstablishments,SalesIdVal,Sales,AvgSales,TotalReturns,Bracket1,Bracket2,Bracket3,Bracket4,Bracket5,Bracket6,Single,Married,Dependent,Farm,Salaried,IndivRetirements,TaxablePensions,Unemployment,SocialSecurity,SelfEmployedRetirement,Zip,Median,Mean,Pop
12,1107,264,2,3000000,3000000,1500000.0,3780,0.6137566137566137,0.25396825396825395,0.06878306878306878,0.0291005291005291,0.0291005291005291,0.005291005291005291,0.4603174603174603,0.16666666666666666,0.9947089947089947,0.0,0.9232804232804233,0.023809523809523808,0.08994708994708994,0.13227513227513227,0.03968253968253968,0.0,1107,23557.2427,33974.4629,11615
13,1109,264,2,3000000,3000000,1500000.0,11020,0.5626134301270418,0.2713248638838475,0.10072595281306715,0.04083484573502722,0.024500907441016333,0.0,0.49364791288566245,0.1724137931034483,0.8303085299455535,0.0,0.8874773139745916,0.04446460980036298,0.147005444646098,0.132486388384755,0.07441016333938294,0.0,1109,34638.3819,44049.2996,30683
14,1201,264,12,3000000,18000000,1500000.0,22130,0.42114776321735203,0.2553095345684591,0.13872571170356982,0.08133755083596927,0.08540442837776774,0.01807501129688206,0.5309534568459106,0.3176683235427022,0.4866696791685495,0.0,0.8341617713511071,0.11387257117035698,0.23407139629462267,0.09534568459105287,0.14460009037505647,0.004066877541798464,1201,46765.308,57693.8041,43838
15,1220,264,2,3000000,3000000,1500000.0,4220,0.4194312796208531,0.2843601895734597,0.13744075829383887,0.08293838862559241,0.06872037914691943,0.0071090047393364926,0.514218009478673,0.33649289099526064,0.466824644549763,0.0,0.8270142180094787,0.11848341232227488,0.24407582938388625,0.11611374407582939,0.13981042654028436,0.0,1220,38378.5815,50307.8064,8947
16,1225,264,4,3000000,6000000,1500000.0,1690,0.34911242603550297,0.2603550295857988,0.14201183431952663,0.11242603550295859,0.1242603550295858,0.011834319526627219,0.47928994082840237,0.4437869822485207,0.46153846153846156,0.0,0.8520710059171598,0.1242603550295858,0.23668639053254437,0.1242603550295858,0.17751479289940827,0.0,1225,57419.0,75267,3264
17,1237,264,2,3000000,3000000,1500000.0,1520,0.3684210526315789,0.23026315789473684,0.14473684210526316,0.10526315789473684,0.125,0.02631578947368421,0.48026315789473684,0.4144736842105263,0.506578947368421,0.0,0.8223684210526315,0.125,0.24342105263157895,0.1118421052631579,0.15789473684210525,0.0,1237,69658.9301,87759.024,2426
18,1247,264,2,3000000,3000000,1500000.0,6760,0.45710059171597633,0.2677514792899408,0.1346153846153846,0.07840236686390532,0.057692307692307696,0.004437869822485207,0.5207100591715976,0.34763313609467456,0.47485207100591714,0.0,0.841715976331361,0.10798816568047337,0.21301775147928995,0.128698224852071,0.13609467455621302,0.0,1247,38405.1697,48294.8777,16957
19,1257,264,2,3000000,3000000,1500000.0,1190,0.3697478991596639,0.24369747899159663,0.15126050420168066,0.09243697478991597,0.10084033613445378,0.04201680672268908,0.5042016806722689,0.3949579831932773,0.42016806722689076,0.0,0.7478991596638656,0.14285714285714285,0.17647058823529413,0.07563025210084033,0.17647058823529413,0.01680672268907563,1257,47145.0,68665,2223
20,1301,264,12,3000000,18000000,1500000.0,8440,0.4218009478672986,0.2677725118483412,0.14454976303317535,0.08175355450236967,0.07345971563981042,0.01066350710900474,0.5639810426540285,0.31516587677725116,0.4372037914691943,0.004739336492890996,0.8293838862559242,0.10900473933649289,0.20734597156398105,0.09597156398104266,0.1338862559241706,0.005924170616113744,1301,47832.6781,54338.379,18444
21,1364,264,2,3000000,3000000,1500000.0,3310,0.39274924471299094,0.283987915407855,0.1691842900302115,0.08761329305135952,0.06646525679758308,0.0,0.4622356495468278,0.39274924471299094,0.5800604229607251,0.006042296072507553,0.851963746223565,0.09365558912386707,0.1933534743202417,0.11782477341389729,0.12386706948640483,0.0,1364,44676.011,51819.926,7633
22,1373,264,2,3000000,3000000,1500000.0,2330,0.31759656652360513,0.24892703862660945,0.15879828326180256,0.1072961373390558,0.13304721030042918,0.034334763948497854,0.5321888412017167,0.38197424892703863,0.4592274678111588,0.017167381974248927,0.8154506437768241,0.12017167381974249,0.24892703862660945,0.08583690987124463,0.15879828326180256,0.012875536480686695,1373,61437.865,76643.4775,4618
23,1420,264,2,3000000,3000000,1500000.0,16970,0.4313494401885681,0.262816735415439,0.1390689451974072,0.08014142604596347,0.07896287566293458,0.0076605774896876845,0.4997053624042428,0.30760164997053624,0.6311137301119623,0.0,0.8727165586328816,0.07778432527990571,0.164407778432528,0.12728344136711844,0.09546258102533883,0.002357100766057749,1420,48605.9317,60460.91,39333
24,1432,514,4,3750000,3750000,937500.0,4010,0.3341645885286783,0.23192019950124687,0.1571072319201995,0.10473815461346633,0.14463840399002495,0.02743142144638404,0.513715710723192,0.3491271820448878,0.49875311720698257,0.0,0.8628428927680798,0.09476309226932668,0.16957605985037408,0.09975062344139651,0.11221945137157108,0.0,1432,55863.0,70682,7008
25,1440,264,2,3000000,3000000,1500000.0,8910,0.3984287317620651,0.26262626262626265,0.15600448933782268,0.08866442199775533,0.08529741863075196,0.008978675645342313,0.5129068462401796,0.34118967452300786,0.5230078563411896,0.0,0.8686868686868687,0.09876543209876543,0.19079685746352412,0.12457912457912458,0.11560044893378227,0.003367003367003367,1440,51232.0665,61724.619,20904
26,1453,264,6,3000000,9000000,1500000.0,20480,0.375,0.25048828125,0.14892578125,0.09130859375,0.1162109375,0.01806640625,0.498046875,0.34619140625,0.56298828125,0.0,0.8681640625,0.09619140625,0.1767578125,0.11376953125,0.11083984375,0.00390625,1453,57280.2054,69263.8431,41066
27,1460,510,4,3350000,3350000,837500.0,4440,0.28603603603603606,0.1373873873873874,0.12387387387387387,0.0990990990990991,0.24774774774774774,0.10585585585585586,0.44594594594594594,0.4864864864864865,0.6441441441441441,0.0,0.8581081081081081,0.13063063063063063,0.1891891891891892,0.07657657657657657,0.12387387387387387,0.015765765765765764,1460,103750.5366,114887.8915,8147
28,1462,264,8,3000000,12000000,1500000.0,5350,0.30280373831775703,0.2,0.14579439252336449,0.11401869158878504,0.19065420560747665,0.04672897196261682,0.44672897196261685,0.4411214953271028,0.5588785046728972,0.005607476635514018,0.8355140186915888,0.1233644859813084,0.20747663551401868,0.10467289719626169,0.14392523364485982,0.009345794392523364,1462,84910.6252,92794.6656,9475
29,1463,264,2,3000000,3000000,1500000.0,5670,0.31922398589065254,0.18871252204585537,0.13756613756613756,0.10229276895943562,0.20811287477954143,0.04409171075837742,0.4656084656084656,0.4497354497354497,0.6031746031746031,0.0,0.8659611992945326,0.09523809523809523,0.1746031746031746,0.09700176366843033,0.1146384479717813,0.008818342151675485,1463,85403.1701,96368.4528,11120
30,1469,264,2,3000000,3000000,1500000.0,3470,0.33429394812680113,0.1930835734870317,0.13256484149855907,0.12103746397694524,0.19596541786743515,0.023054755043227664,0.45821325648414984,0.4495677233429395,0.5936599423631124,0.0,0.8731988472622478,0.09221902017291066,0.19020172910662825,0.10662824207492795,0.10951008645533142,0.005763688760806916,1469,78501.832,85144.864,6892
31,1475,264,2,3000000,3000000,1500000.0,4380,0.3698630136986301,0.24429223744292236,0.16666666666666666,0.1095890410958904,0.10273972602739725,0.00684931506849315,0.4657534246575342,0.4132420091324201,0.6232876712328768,0.0045662100456621,0.8744292237442922,0.0821917808219178,0.18036529680365296,0.12557077625570776,0.0958904109589041,0.0,1475,56274.404,66417.8574,9597
32,1501,264,18,3000000,27000000,1500000.0,8480,0.31485849056603776,0.21933962264150944,0.15919811320754718,0.11910377358490566,0.16273584905660377,0.024764150943396228,0.4964622641509434,0.39858490566037735,0.5212264150943396,0.0,0.839622641509434,0.11910377358490566,0.23702830188679244,0.09198113207547169,0.1403301886792453,0.0047169811320754715,1501,70682.8636,81297.9763,15923
33,1505,264,6,3000000,9000000,1500000.0,2280,0.2719298245614035,0.17982456140350878,0.12719298245614036,0.10964912280701754,0.19736842105263158,0.11403508771929824,0.4868421052631579,0.4473684210526316,0.5394736842105263,0.0,0.8464912280701754,0.13596491228070176,0.20614035087719298,0.08333333333333333,0.14912280701754385,0.017543859649122806,1505,88214.0,128553,4083
34,1506,264,2,3000000,3000000,1500000.0,1600,0.33125,0.2375,0.18125,0.10625,0.13125,0.0125,0.4625,0.4375,0.53125,0.0,0.86875,0.1125,0.21875,0.1375,0.13125,0.0,1506,60189.0,69508,3056
35,1507,264,2,3000000,3000000,1500000.0,5990,0.3121869782971619,0.18530884808013356,0.13689482470784642,0.11519198664440734,0.21368948247078465,0.03672787979966611,0.4373956594323873,0.4607679465776294,0.6210350584307178,0.00333889816360601,0.8714524207011686,0.10350584307178631,0.18864774624373956,0.09682804674457429,0.11686143572621036,0.00667779632721202,1507,86561.1616,92647.6834,11274
36,1515,264,2,3000000,3000000,1500000.0,1100,0.3181818181818182,0.21818181818181817,0.16363636363636364,0.13636363636363635,0.14545454545454545,0.01818181818181818,0.42727272727272725,0.45454545454545453,0.5727272727272728,0.0,0.8727272727272727,0.1,0.20909090909090908,0.1,0.13636363636363635,0.0,1515,71964.0,82820,2095
37,1523,264,4,3000000,6000000,1500000.0,2870,0.289198606271777,0.17770034843205576,0.14634146341463414,0.11498257839721254,0.20905923344947736,0.0627177700348432,0.4529616724738676,0.44947735191637633,0.6236933797909407,0.0,0.8501742160278746,0.12195121951219512,0.1951219512195122,0.08710801393728224,0.13937282229965156,0.010452961672473868,1523,80938.0,104486,7102
38,1527,264,2,3000000,3000000,1500000.0,6820,0.3343108504398827,0.2287390029325513,0.1466275659824047,0.11290322580645161,0.15542521994134897,0.021994134897360705,0.5073313782991202,0.3841642228739003,0.49266862170087977,0.0,0.8592375366568915,0.10997067448680352,0.20674486803519063,0.10117302052785923,0.13049853372434017,0.002932551319648094,1527,68319.357,76893.5696,12850
39,1532,264,2,3000000,3000000,1500000.0,7490,0.2870493991989319,0.15353805073431243,0.11748998664886515,0.09212283044058744,0.22830440587449932,0.12149532710280374,0.44058744993324434,0.4766355140186916,0.6608811748998665,0.0,0.8518024032042724,0.1295060080106809,0.18691588785046728,0.0801068090787717,0.12550066755674233,0.018691588785046728,1532,103270.8247,125633.0853,14028
40,1545,264,4,3000000,6000000,1500000.0,17220,0.2775842044134727,0.16840882694541232,0.12601626016260162,0.10104529616724739,0.21951219512195122,0.10743321718931476,0.44715447154471544,0.47560975609756095,0.6858304297328688,0.0,0.8548199767711963,0.12311265969802555,0.18757259001161442,0.07375145180023229,0.1254355400696864,0.015098722415795587,1545,88643.2386,101693.0272,31637
41,1550,264,4,3000000,6000000,1500000.0,7900,0.4468354430379747,0.27848101265822783,0.1291139240506329,0.07088607594936709,0.06835443037974684,0.006329113924050633,0.5037974683544304,0.2810126582278481,0.620253164556962,0.0,0.8860759493670886,0.0810126582278481,0.16075949367088607,0.13670886075949368,0.09113924050632911,0.0,1550,48194.9227,55175.6249,17217
42,1569,264,2,3000000,3000000,1500000.0,6470,0.2982998454404946,0.2117465224111283,0.1437403400309119,0.11282843894899536,0.19319938176197837,0.0401854714064915,0.45440494590417313,0.4420401854714065,0.5811437403400309,0.0,0.8717156105100463,0.10664605873261206,0.19165378670788252,0.10510046367851623,0.1205564142194745,0.00463678516228748,1569,80536.3525,86326.1839,11080
43,1570,264,2,3000000,3000000,1500000.0,8190,0.38705738705738707,0.26373626373626374,0.14774114774114774,0.08913308913308914,0.09523809523809523,0.017094017094017096,0.5054945054945055,0.33577533577533575,0.5225885225885226,0.0,0.8608058608058609,0.09035409035409035,0.18681318681318682,0.11477411477411477,0.12087912087912088,0.002442002442002442,1570,50141.802,57820.0406,16396
44,1571,264,2,3000000,3000000,1500000.0,5250,0.34095238095238095,0.22857142857142856,0.14666666666666667,0.11238095238095239,0.15047619047619049,0.02095238095238095,0.46285714285714286,0.4076190476190476,0.5885714285714285,0.0,0.8723809523809524,0.09523809523809523,0.19428571428571428,0.10857142857142857,0.12,0.0,1571,64228.224,72673.961,10023
45,1581,264,20,3000000,30000000,1500000.0,9190,0.26985854189336234,0.15451577801958652,0.12295973884657237,0.09902067464635474,0.22089227421109903,0.13275299238302501,0.4428726877040261,0.47551686615886835,0.7007616974972797,0.0,0.8541893362350381,0.11860718171926006,0.16430903155603918,0.06420021762785637,0.11860718171926006,0.01958650707290533,1581,101875.7052,123549.9698,17899
46,1588,264,2,3000000,3000000,1500000.0,4700,0.3404255319148936,0.225531914893617,0.14468085106382977,0.10638297872340426,0.14893617021276595,0.03404255319148936,0.474468085106383,0.4,0.6191489361702127,0.0,0.8723404255319149,0.09787234042553192,0.2,0.11914893617021277,0.1127659574468085,0.00425531914893617,1588,67286.1367,80024.6072,8644
47,1590,264,2,3000000,3000000,1500000.0,4270,0.2927400468384075,0.1592505854800937,0.11475409836065574,0.10304449648711944,0.24355971896955503,0.08665105386416862,0.44028103044496486,0.49414519906323184,0.6533957845433255,0.0,0.8665105386416861,0.117096018735363,0.20140515222482436,0.08665105386416862,0.12646370023419204,0.0117096018735363,1590,104729.6872,116563.4224,8247
48,1605,262,2,1500000,1500000,750000.0,11160,0.4551971326164875,0.28225806451612906,0.11648745519713262,0.06451612903225806,0.07078853046594982,0.010752688172043012,0.507168458781362,0.23745519713261648,0.7078853046594982,0.0,0.8888888888888888,0.05465949820788531,0.13440860215053763,0.10483870967741936,0.06630824372759857,0.0017921146953405018,1605,41023.1055,54480.113,24799
49,1606,264,8,3000000,12000000,1500000.0,10240,0.3203125,0.26953125,0.1787109375,0.1005859375,0.1201171875,0.0107421875,0.54296875,0.30859375,0.498046875,0.0,0.8583984375,0.0947265625,0.1953125,0.0947265625,0.109375,0.0029296875,1606,57646.182,70503.4246,19516
50,1607,264,4,3000000,6000000,1500000.0,3970,0.42065491183879095,0.3123425692695214,0.15113350125944586,0.06297229219143577,0.05289672544080604,0.0,0.5365239294710328,0.23173803526448364,0.6246851385390428,0.0,0.8992443324937027,0.042821158690176324,0.11586901763224182,0.11838790931989925,0.055415617128463476,0.0,1607,47987.4506,59093.9002,8415
51,1701,264,4,3000000,6000000,1500000.0,16160,0.27660891089108913,0.19183168316831684,0.13551980198019803,0.10581683168316831,0.2172029702970297,0.07301980198019802,0.47957920792079206,0.43626237623762376,0.5173267326732673,0.0,0.823019801980198,0.14727722772277227,0.2042079207920792,0.07487623762376237,0.15717821782178218,0.01547029702970297,1701,92017.7545,102935.7386,31114
52,1702,264,12,3000000,18000000,1500000.0,15620,0.4154929577464789,0.25480153649167736,0.13188220230473752,0.07426376440460948,0.0973111395646607,0.026248399487836107,0.5339308578745199,0.30217669654289375,0.5518565941101152,0.0,0.8393085787451985,0.07170294494238157,0.12291933418693982,0.07234314980793854,0.08130601792573623,0.006402048655569782,1702,53080.7065,65995.3211,35990
53,1720,264,8,3000000,12000000,1500000.0,10170,0.255653883972468,0.12684365781710916,0.10127826941986234,0.08751229105211406,0.24188790560471976,0.18682399213372664,0.4139626352015733,0.5181907571288102,0.7708947885939036,0.0,0.8466076696165191,0.13372664700098327,0.1710914454277286,0.06293018682399214,0.12291052114060963,0.029498525073746312,1720,110533.8897,131678.4116,19798
54,1730,264,4,3000000,6000000,1500000.0,6750,0.2518518518518518,0.1348148148148148,0.1111111111111111,0.10074074074074074,0.2518518518518518,0.14962962962962964,0.4474074074074074,0.482962962962963,0.6162962962962963,0.0,0.7911111111111111,0.17925925925925926,0.23555555555555555,0.06666666666666667,0.19111111111111112,0.028148148148148148,1730,107033.2001,125493.5782,12547
55,1746,264,2,3000000,3000000,1500000.0,6860,0.2886297376093295,0.14431486880466474,0.11224489795918367,0.10058309037900874,0.23615160349854228,0.11807580174927114,0.4402332361516035,0.4912536443148688,0.6895043731778425,0.0,0.858600583090379,0.12973760932944606,0.18513119533527697,0.07434402332361516,0.13556851311953352,0.021865889212827987,1746,101901.3274,122803.2115,13866
56,1749,264,6,3000000,9000000,1500000.0,9860,0.3235294117647059,0.21399594320486814,0.13793103448275862,0.10649087221095335,0.17647058823529413,0.04158215010141988,0.48580121703853957,0.41683569979716023,0.5223123732251521,0.0,0.8356997971602435,0.12474645030425964,0.1896551724137931,0.09939148073022312,0.13488843813387424,0.007099391480730223,1749,76499.9403,85689.4319,18081
57,1752,264,6,3000000,9000000,1500000.0,19440,0.33796296296296297,0.22633744855967078,0.14660493827160495,0.09310699588477367,0.15020576131687244,0.045781893004115226,0.5036008230452675,0.3698559670781893,0.5462962962962963,0.0,0.8503086419753086,0.09722222222222222,0.16049382716049382,0.08847736625514403,0.10648148148148148,0.00720164609053498,1752,71835.2964,89002.0704,36273
58,1756,264,2,3000000,3000000,1500000.0,2910,0.29553264604810997,0.15463917525773196,0.12714776632302405,0.09621993127147767,0.23367697594501718,0.09278350515463918,0.4329896907216495,0.49828178694158076,0.6838487972508591,0.0,0.8694158075601375,0.10996563573883161,0.19243986254295534,0.08247422680412371,0.12714776632302405,0.006872852233676976,1756,102625.0,117692,5257
59,1757,264,8,3000000,12000000,1500000.0,13640,0.3357771260997067,0.22067448680351906,0.14882697947214077,0.09457478005865103,0.16202346041055718,0.03812316715542522,0.47873900293255134,0.40249266862170086,0.5579178885630498,0.0,0.8592375366568915,0.09750733137829912,0.18914956011730205,0.09237536656891496,0.11803519061583578,0.005865102639296188,1757,68565.0115,82206.1888,26877
60,1760,264,8,3000000,12000000,1500000.0,17130,0.2539404553415061,0.1722124927028605,0.1330998248686515,0.10683012259194395,0.22183304144775248,0.11208406304728546,0.4804436660828955,0.44308231173380036,0.5843549328663165,0.0,0.8429655575014594,0.1290134267367192,0.17921774664331583,0.06596614127262113,0.13134851138353765,0.022183304144775248,1760,90673.0408,113932.8638,31763
61,1772,264,4,3000000,6000000,1500000.0,4550,0.2681318681318681,0.11208791208791209,0.08571428571428572,0.07692307692307693,0.210989010989011,0.24615384615384617,0.4043956043956044,0.5318681318681319,0.7846153846153846,0.0,0.8373626373626374,0.12967032967032968,0.17362637362637362,0.06813186813186813,0.13186813186813187,0.035164835164835165,1772,141458.5354,169609.2023,8435
62,1776,264,4,3000000,6000000,1500000.0,8060,0.25682382133995035,0.08684863523573201,0.06947890818858561,0.06451612903225806,0.22208436724565755,0.3002481389578164,0.3771712158808933,0.5682382133995038,0.8759305210918115,0.0,0.8163771712158809,0.1575682382133995,0.1761786600496278,0.05583126550868486,0.141439205955335,0.052109181141439205,1776,152789.0328,184218.1114,16826
63,1778,264,4,3000000,6000000,1500000.0,6620,0.256797583081571,0.1042296072507553,0.08459214501510574,0.07401812688821752,0.22507552870090636,0.2552870090634441,0.4244712990936556,0.5090634441087614,0.7039274924471299,0.0,0.7688821752265861,0.1782477341389728,0.1933534743202417,0.0513595166163142,0.1782477341389728,0.0513595166163142,1778,140651.7175,187265.2037,13191
64,1801,264,10,3000000,15000000,1500000.0,21160,0.30245746691871456,0.23109640831758035,0.166351606805293,0.10964083175803403,0.1611531190926276,0.02930056710775047,0.5439508506616257,0.3558601134215501,0.4607750472589792,0.0,0.8454631379962193,0.1110586011342155,0.19092627599243855,0.07797731568998109,0.1275992438563327,0.005198487712665407,1801,71804.8467,79381.1265,37213
65,1803,264,6,3000000,9000000,1500000.0,12780,0.284037558685446,0.176056338028169,0.14006259780907668,0.11424100156494522,0.22065727699530516,0.0649452269170579,0.47417840375586856,0.44835680751173707,0.5602503912363067,0.0,0.8356807511737089,0.13771517996870108,0.2136150234741784,0.07198748043818466,0.15884194053208137,0.009389671361502348,1803,90658.68,102990.5176,22954
66,1810,264,2,3000000,3000000,1500000.0,15940,0.2559598494353827,0.13174404015056462,0.10853199498117942,0.07779171894604768,0.22647427854454202,0.19949811794228356,0.42848180677540776,0.49372647427854455,0.7314930991217063,0.0,0.8368883312421581,0.13174404015056462,0.18193224592220827,0.06273525721455459,0.13362609786700125,0.031994981179422836,1810,113873.823,142022.4689,31228
67,1832,264,10,3000000,15000000,1500000.0,11210,0.3818019625334523,0.2408563782337199,0.1471900089206066,0.0936663693131133,0.12132024977698483,0.015165031222123104,0.5209634255129348,0.31043710972346117,0.5896520963425513,0.0,0.8795718108831401,0.07850133809099019,0.1703835860838537,0.11150758251561106,0.09099018733273863,0.0044603033006244425,1832,57958.5191,69231.723,21246
68,1841,264,8,3000000,12000000,1500000.0,21150,0.6127659574468085,0.28794326241134754,0.06335697399527186,0.022222222222222223,0.013711583924349883,0.0,0.4794326241134752,0.15130023640661938,0.8321513002364066,0.0,0.8959810874704491,0.02127659574468085,0.06761229314420804,0.16643026004728131,0.025059101654846337,0.0,1841,34128.3168,42598.237,44474
69,1843,264,4,3000000,6000000,1500000.0,11770,0.5055225148683092,0.28377230246389124,0.11045029736618521,0.056074766355140186,0.041631265930331354,0.002548853016142736,0.4995751911639762,0.20050977060322855,0.7145284621920136,0.0,0.8878504672897196,0.04078164825828377,0.11384876805437553,0.14018691588785046,0.05777400169923534,0.0,1843,42587.2455,52579.125,23184
70,1844,264,2,3000000,3000000,1500000.0,25190,0.36681222707423583,0.2425565700674871,0.14172290591504566,0.0944819372766971,0.13298928146089717,0.02143707820563716,0.49543469630805875,0.34537514886859866,0.5946804287415641,0.0,0.8558951965065502,0.09170305676855896,0.1869789599047241,0.10361254466057959,0.10837633981738785,0.004366812227074236,1844,66023.4135,75431.4944,43770
71,1851,264,6,3000000,9000000,1500000.0,14940,0.42168674698795183,0.3172690763052209,0.13788487282463185,0.060240963855421686,0.05823293172690763,0.004685408299866131,0.5153949129852744,0.2469879518072289,0.6854082998661312,0.0,0.9029451137884873,0.04417670682730924,0.10776439089692101,0.12583668005354753,0.0535475234270415,0.0013386880856760374,1851,51794.6336,61695.4556,29549
72,1852,514,10,3750000,12750000,1275000.0,15690,0.39961759082217974,0.2766093052899936,0.14467813894200127,0.07775653282345443,0.08731676226896112,0.014021669853409816,0.5487571701720841,0.2568514977692798,0.5717017208413002,0.0,0.8808158062460165,0.06246016571064372,0.14404079031230083,0.10388782664117271,0.07648183556405354,0.0038240917782026767,1852,55088.5131,62625.8116,32848
73,1854,250,2,750000,750000,375000.0,10870,0.42594296228150874,0.281508739650414,0.13707451701931922,0.07267709291628335,0.07543698252069918,0.007359705611775529,0.5298988040478381,0.26310947562097514,0.6283348666053358,0.0,0.8978840846366145,0.04967801287948482,0.12327506899724011,0.11683532658693652,0.06347746090156393,0.0,1854,44615.9361,54300.3613,26785
74,1863,264,2,3000000,3000000,1500000.0,4670,0.291220556745182,0.19271948608137046,0.15417558886509636,0.11349036402569593,0.20985010706638116,0.03854389721627409,0.5096359743040685,0.39400428265524623,0.5182012847965739,0.0,0.8394004282655246,0.13276231263383298,0.22483940042826553,0.08779443254817987,0.14346895074946467,0.006423982869379015,1863,77457.7946,88612.2026,8558
75,1864,264,2,3000000,3000000,1500000.0,7690,0.27308192457737324,0.16514954486345904,0.13003901170351106,0.10143042912873862,0.2223667100130039,0.10793237971391417,0.47464239271781533,0.4564369310793238,0.6163849154746424,0.0,0.8556566970091027,0.12613784135240572,0.19375812743823148,0.08062418725617686,0.13263979193758127,0.016905071521456438,1864,97574.0805,112661.739,13849
